"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"2009","Italy","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","173,731.5",""
"2009","Italy","Terajoule","All products","Gross inland consumption","7,273,790",""
"2009","Cyprus","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","2,817.4",""
"2009","Cyprus","Terajoule","All products","Gross inland consumption","117,959",""
"2009","Latvia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","4,509.4",""
"2009","Latvia","Terajoule","All products","Gross inland consumption","188,799",""
"2009","Lithuania","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","8,473.8",""
"2009","Lithuania","Terajoule","All products","Gross inland consumption","354,780",""
"2009","Luxembourg","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","4,364.3",""
"2009","Luxembourg","Terajoule","All products","Gross inland consumption","182,724",""
"2009","Hungary","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","25,134.2",""
"2009","Hungary","Terajoule","All products","Gross inland consumption","1,052,319",""
"2009","Malta","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","870.4",""
"2009","Malta","Terajoule","All products","Gross inland consumption","36,441",""
"2009","Netherlands","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","80,680.6",""
"2009","Netherlands","Terajoule","All products","Gross inland consumption","3,377,933",""
"2009","Austria","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","32,137.2",""
"2009","Austria","Terajoule","All products","Gross inland consumption","1,345,522",""
"2009","Poland","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","94,490.6",""
"2009","Poland","Terajoule","All products","Gross inland consumption","3,956,133",""
"2009","Portugal","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","25,067.9",""
"2009","Portugal","Terajoule","All products","Gross inland consumption","1,049,542",""
"2009","Romania","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","35,554.7",""
"2009","Romania","Terajoule","All products","Gross inland consumption","1,488,606",""
"2009","Slovenia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","7,151.0",""
"2009","Slovenia","Terajoule","All products","Gross inland consumption","299,397",""
"2009","Slovakia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","16,770.1",""
"2009","Slovakia","Terajoule","All products","Gross inland consumption","702,132",""
"2009","Finland","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","33,915.8",""
"2009","Finland","Terajoule","All products","Gross inland consumption","1,419,987",""
"2009","Sweden","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","45,454.2",""
"2009","Sweden","Terajoule","All products","Gross inland consumption","1,903,075",""
"2009","United Kingdom","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","206,628.2",""
"2009","United Kingdom","Terajoule","All products","Gross inland consumption","8,651,110",""
"2009","Iceland","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","5,832.1",""
"2009","Iceland","Terajoule","All products","Gross inland consumption","244,177",""
"2009","Norway","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","31,668.0",""
"2009","Norway","Terajoule","All products","Gross inland consumption","1,325,876",""
"2009","Montenegro","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","962.3",""
"2009","Montenegro","Terajoule","All products","Gross inland consumption","40,291",""
"2009","Former Yugoslav Republic of Macedonia, the","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","2,759.9",""
"2009","Former Yugoslav Republic of Macedonia, the","Terajoule","All products","Gross inland consumption","115,550",""
"2009","Albania","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","2,149.1",""
"2009","Albania","Terajoule","All products","Gross inland consumption","89,979",""
"2009","Serbia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","15,212.8",""
"2009","Serbia","Terajoule","All products","Gross inland consumption","636,929",""
"2009","Turkey","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","100,029.1",""
"2009","Turkey","Terajoule","All products","Gross inland consumption","4,188,018",""
"2009","Bosnia and Herzegovina","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","4,516.3","p"
"2009","Bosnia and Herzegovina","Terajoule","All products","Gross inland consumption","189,087","p"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","2,458.5",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Terajoule","All products","Gross inland consumption","102,931",""
"2009","Moldova","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","3,216.2","p"
"2009","Moldova","Terajoule","All products","Gross inland consumption","134,658","p"
"2009","Ukraine","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","114,424.1",""
"2009","Ukraine","Terajoule","All products","Gross inland consumption","4,790,709",""
"2010","European Union (28 countries)","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","1,764,365.3",""
"2010","European Union (28 countries)","Terajoule","All products","Gross inland consumption","73,870,447",""
"2010","Euro area (19 countries)","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","1,244,881.6",""
"2010","Euro area (19 countries)","Terajoule","All products","Gross inland consumption","52,120,701",""
"2010","Belgium","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","60,902.0",""
"2010","Belgium","Terajoule","All products","Gross inland consumption","2,549,847",""
"2010","Bulgaria","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","17,774.1",""
"2010","Bulgaria","Terajoule","All products","Gross inland consumption","744,166",""
"2010","Czech Republic","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","45,428.6",""
"2010","Czech Republic","Terajoule","All products","Gross inland consumption","1,902,005",""
"2010","Denmark","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","20,044.1",""
"2010","Denmark","Terajoule","All products","Gross inland consumption","839,207",""
"2010","Germany (until 1990 former territory of the FRG)","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","332,486.9",""
"2010","Germany (until 1990 former territory of the FRG)","Terajoule","All products","Gross inland consumption","13,920,560",""
"2010","Estonia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","6,150.1",""
"2010","Estonia","Terajoule","All products","Gross inland consumption","257,493",""
"2010","Ireland","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","15,166.3",""
"2010","Ireland","Terajoule","All products","Gross inland consumption","634,984",""
"2010","Greece","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","28,718.3",""
"2010","Greece","Terajoule","All products","Gross inland consumption","1,202,380",""
"2010","Spain","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","130,253.3",""
"2010","Spain","Terajoule","All products","Gross inland consumption","5,453,446",""
"2010","France","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","266,889.3",""
"2010","France","Terajoule","All products","Gross inland consumption","11,174,123",""
"2010","Croatia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","9,426.8",""
"2010","Croatia","Terajoule","All products","Gross inland consumption","394,682",""
"2010","Italy","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","177,925.4",""
"2010","Italy","Terajoule","All products","Gross inland consumption","7,449,381",""
"2010","Cyprus","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","2,739.6",""
"2010","Cyprus","Terajoule","All products","Gross inland consumption","114,700",""
"2010","Latvia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","4,629.3",""
"2010","Latvia","Terajoule","All products","Gross inland consumption","193,822",""
"2010","Lithuania","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","6,787.5",""
"2010","Lithuania","Terajoule","All products","Gross inland consumption","284,178",""
"2010","Luxembourg","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","4,640.9",""
"2010","Luxembourg","Terajoule","All products","Gross inland consumption","194,304",""
"2010","Hungary","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","26,599.1",""
"2010","Hungary","Terajoule","All products","Gross inland consumption","1,113,651",""
"2010","Malta","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","938.5",""
"2010","Malta","Terajoule","All products","Gross inland consumption","39,294",""
"2010","Netherlands","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","85,783.2",""
"2010","Netherlands","Terajoule","All products","Gross inland consumption","3,591,572",""
"2010","Austria","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","34,292.0",""
"2010","Austria","Terajoule","All products","Gross inland consumption","1,435,738",""
"2010","Poland","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","100,679.7",""
"2010","Poland","Terajoule","All products","Gross inland consumption","4,215,256",""
"2010","Portugal","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","24,282.4",""
"2010","Portugal","Terajoule","All products","Gross inland consumption","1,016,655",""
"2010","Romania","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","35,799.6",""
"2010","Romania","Terajoule","All products","Gross inland consumption","1,498,857",""
"2010","Slovenia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","7,336.8",""
"2010","Slovenia","Terajoule","All products","Gross inland consumption","307,178",""
"2010","Slovakia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","17,854.9",""
"2010","Slovakia","Terajoule","All products","Gross inland consumption","747,550",""
"2010","Finland","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","37,104.6",""
"2010","Finland","Terajoule","All products","Gross inland consumption","1,553,496",""
"2010","Sweden","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","50,783.1",""
"2010","Sweden","Terajoule","All products","Gross inland consumption","2,126,187",""
"2010","United Kingdom","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","212,948.7",""
"2010","United Kingdom","Terajoule","All products","Gross inland consumption","8,915,735",""
"2010","Iceland","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","5,860.9",""
"2010","Iceland","Terajoule","All products","Gross inland consumption","245,386",""
"2010","Norway","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","34,331.7",""
"2010","Norway","Terajoule","All products","Gross inland consumption","1,437,400",""
"2010","Montenegro","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","1,128.3",""
"2010","Montenegro","Terajoule","All products","Gross inland consumption","47,239",""
"2010","Former Yugoslav Republic of Macedonia, the","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","2,824.7",""
"2010","Former Yugoslav Republic of Macedonia, the","Terajoule","All products","Gross inland consumption","118,264",""
"2010","Albania","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","2,142.1",""
"2010","Albania","Terajoule","All products","Gross inland consumption","89,684",""
"2010","Serbia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","15,591.9",""
"2010","Serbia","Terajoule","All products","Gross inland consumption","652,801",""
"2010","Turkey","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","106,861.5",""
"2010","Turkey","Terajoule","All products","Gross inland consumption","4,474,077",""
"2010","Bosnia and Herzegovina","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","4,745.1","p"
"2010","Bosnia and Herzegovina","Terajoule","All products","Gross inland consumption","198,667","p"
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","2,516.5",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Terajoule","All products","Gross inland consumption","105,360",""
"2010","Moldova","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","3,547.4","p"
"2010","Moldova","Terajoule","All products","Gross inland consumption","148,524","p"
"2010","Ukraine","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","132,594.4",""
"2010","Ukraine","Terajoule","All products","Gross inland consumption","5,551,462",""
"2011","European Union (28 countries)","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","1,698,946.8",""
"2011","European Union (28 countries)","Terajoule","All products","Gross inland consumption","71,131,505",""
"2011","Euro area (19 countries)","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","1,196,631.8",""
"2011","Euro area (19 countries)","Terajoule","All products","Gross inland consumption","50,100,578",""
"2011","Belgium","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","56,974.9",""
"2011","Belgium","Terajoule","All products","Gross inland consumption","2,385,425",""
"2011","Bulgaria","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","19,095.4",""
"2011","Bulgaria","Terajoule","All products","Gross inland consumption","799,486",""
"2011","Czech Republic","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","43,785.8",""
"2011","Czech Republic","Terajoule","All products","Gross inland consumption","1,833,224",""
"2011","Denmark","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","18,603.0",""
"2011","Denmark","Terajoule","All products","Gross inland consumption","778,869",""
"2011","Germany (until 1990 former territory of the FRG)","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","315,814.6",""
"2011","Germany (until 1990 former territory of the FRG)","Terajoule","All products","Gross inland consumption","13,222,526",""
"2011","Estonia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","6,181.6",""
"2011","Estonia","Terajoule","All products","Gross inland consumption","258,813",""
"2011","Ireland","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","13,858.3",""
"2011","Ireland","Terajoule","All products","Gross inland consumption","580,221",""
"2011","Greece","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","27,783.4",""
"2011","Greece","Terajoule","All products","Gross inland consumption","1,163,235",""
"2011","Spain","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","128,496.3",""
"2011","Spain","Terajoule","All products","Gross inland consumption","5,379,883",""
"2011","France","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","257,800.7",""
"2011","France","Terajoule","All products","Gross inland consumption","10,793,600",""
"2011","Croatia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","9,301.4",""
"2011","Croatia","Terajoule","All products","Gross inland consumption","389,431",""
"2011","Italy","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","172,477.7",""
"2011","Italy","Terajoule","All products","Gross inland consumption","7,221,298",""
"2011","Cyprus","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","2,690.1",""
"2011","Cyprus","Terajoule","All products","Gross inland consumption","112,629",""
"2011","Latvia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","4,376.4",""
"2011","Latvia","Terajoule","All products","Gross inland consumption","183,230",""
"2011","Lithuania","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","7,008.4",""
"2011","Lithuania","Terajoule","All products","Gross inland consumption","293,428",""
"2011","Luxembourg","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","4,566.4",""
"2011","Luxembourg","Terajoule","All products","Gross inland consumption","191,188",""
"2011","Hungary","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","26,046.7",""
"2011","Hungary","Terajoule","All products","Gross inland consumption","1,090,523",""
"2011","Malta","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","936.6",""
"2011","Malta","Terajoule","All products","Gross inland consumption","39,215",""
"2011","Netherlands","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","80,212.7",""
"2011","Netherlands","Terajoule","All products","Gross inland consumption","3,358,345",""
"2011","Austria","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","33,281.3",""
"2011","Austria","Terajoule","All products","Gross inland consumption","1,393,422",""
"2011","Poland","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","100,818.8",""
"2011","Poland","Terajoule","All products","Gross inland consumption","4,221,081",""
"2011","Portugal","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","23,626.2",""
"2011","Portugal","Terajoule","All products","Gross inland consumption","989,181",""
"2011","Romania","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","36,558.4",""
"2011","Romania","Terajoule","All products","Gross inland consumption","1,530,629",""
"2011","Slovenia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","7,334.5",""
"2011","Slovenia","Terajoule","All products","Gross inland consumption","307,079",""
"2011","Slovakia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","17,392.1",""
"2011","Slovakia","Terajoule","All products","Gross inland consumption","728,173",""
"2011","Finland","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","35,819.4",""
"2011","Finland","Terajoule","All products","Gross inland consumption","1,499,688",""
"2011","Sweden","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","49,480.3",""
"2011","Sweden","Terajoule","All products","Gross inland consumption","2,071,640",""
"2011","United Kingdom","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","198,625.3",""
"2011","United Kingdom","Terajoule","All products","Gross inland consumption","8,316,043",""
"2011","Iceland","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","6,269.8",""
"2011","Iceland","Terajoule","All products","Gross inland consumption","262,502",""
"2011","Norway","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","28,421.2",""
"2011","Norway","Terajoule","All products","Gross inland consumption","1,189,940",""
"2011","Montenegro","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","1,134.3",""
"2011","Montenegro","Terajoule","All products","Gross inland consumption","47,491",""
"2011","Former Yugoslav Republic of Macedonia, the","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","3,092.1",""
"2011","Former Yugoslav Republic of Macedonia, the","Terajoule","All products","Gross inland consumption","129,462",""
"2011","Albania","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","2,228.8",""
"2011","Albania","Terajoule","All products","Gross inland consumption","93,315",""
"2011","Serbia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","16,196.6",""
"2011","Serbia","Terajoule","All products","Gross inland consumption","678,119",""
"2011","Turkey","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","113,831.2",""
"2011","Turkey","Terajoule","All products","Gross inland consumption","4,765,883",""
"2011","Bosnia and Herzegovina","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","5,391.6","p"
"2011","Bosnia and Herzegovina","Terajoule","All products","Gross inland consumption","225,736","p"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","2,541.7",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Terajoule","All products","Gross inland consumption","106,415",""
"2011","Moldova","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","3,494.8","p"
"2011","Moldova","Terajoule","All products","Gross inland consumption","146,320","p"
"2011","Ukraine","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","126,386.6",""
"2011","Ukraine","Terajoule","All products","Gross inland consumption","5,291,553",""
"2012","European Union (28 countries)","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","1,685,617.1",""
"2012","European Union (28 countries)","Terajoule","All products","Gross inland consumption","70,573,418",""
"2012","Euro area (19 countries)","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","1,185,712.0",""
"2012","Euro area (19 countries)","Terajoule","All products","Gross inland consumption","49,643,389",""
"2012","Belgium","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","54,627.9",""
"2012","Belgium","Terajoule","All products","Gross inland consumption","2,287,160",""
"2012","Bulgaria","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","18,233.1",""
"2012","Bulgaria","Terajoule","All products","Gross inland consumption","763,384",""
"2012","Czech Republic","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","43,503.2",""
"2012","Czech Republic","Terajoule","All products","Gross inland consumption","1,821,390",""
"2012","Denmark","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","17,937.4",""
"2012","Denmark","Terajoule","All products","Gross inland consumption","751,003",""
"2012","Germany (until 1990 former territory of the FRG)","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","317,887.2",""
"2012","Germany (until 1990 former territory of the FRG)","Terajoule","All products","Gross inland consumption","13,309,302",""
"2012","Estonia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","6,116.3",""
"2012","Estonia","Terajoule","All products","Gross inland consumption","256,076",""
"2012","Ireland","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","13,755.0",""
"2012","Ireland","Terajoule","All products","Gross inland consumption","575,893",""
"2012","Greece","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","27,556.0",""
"2012","Greece","Terajoule","All products","Gross inland consumption","1,153,716",""
"2012","Spain","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","128,089.5",""
"2012","Spain","Terajoule","All products","Gross inland consumption","5,362,851",""
"2012","France","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","258,099.3",""
"2012","France","Terajoule","All products","Gross inland consumption","10,806,101",""
"2012","Croatia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","8,864.1",""
"2012","Croatia","Terajoule","All products","Gross inland consumption","371,121",""
"2012","Italy","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","165,694.1",""
"2012","Italy","Terajoule","All products","Gross inland consumption","6,937,281",""
"2012","Cyprus","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","2,516.7",""
"2012","Cyprus","Terajoule","All products","Gross inland consumption","105,369",""
"2012","Latvia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","4,537.6",""
"2012","Latvia","Terajoule","All products","Gross inland consumption","189,979",""
"2012","Lithuania","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","7,095.4",""
"2012","Lithuania","Terajoule","All products","Gross inland consumption","297,069",""
"2012","Luxembourg","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","4,462.1",""
"2012","Luxembourg","Terajoule","All products","Gross inland consumption","186,820",""
"2012","Hungary","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","24,742.4",""
"2012","Hungary","Terajoule","All products","Gross inland consumption","1,035,914",""
"2012","Malta","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","981.0",""
"2012","Malta","Terajoule","All products","Gross inland consumption","41,072",""
"2012","Netherlands","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","80,459.2",""
"2012","Netherlands","Terajoule","All products","Gross inland consumption","3,368,667",""
"2012","Austria","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","33,167.5",""
"2012","Austria","Terajoule","All products","Gross inland consumption","1,388,657",""
"2012","Poland","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","97,580.8",""
"2012","Poland","Terajoule","All products","Gross inland consumption","4,085,513",""
"2012","Portugal","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","22,249.1",""
"2012","Portugal","Terajoule","All products","Gross inland consumption","931,525",""
"2012","Romania","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","35,373.2",""
"2012","Romania","Terajoule","All products","Gross inland consumption","1,481,007",""
"2012","Slovenia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","7,042.5",""
"2012","Slovenia","Terajoule","All products","Gross inland consumption","294,855",""
"2012","Slovakia","Thousand tonnes of oil equivalent (TOE)","All products","Gross inland consumption","16,692.4",""
"2012","Slovakia","Terajoule","All products","Gross inland consumption","698,878",""
